symbol,company,industry_category_id,industry_category_name,industry_sub_category_id,industry_sub_category_name,industry_type_id,industry_type_name,list_date
BJ430017,星昊医药,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ430047,诺思兰德,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ430090,同辉信息,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ430139,华岭股份,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ430198,微创光电,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ430300,辰光医疗,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ430418,苏轴股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ430425,乐创技术,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ430476,海能技术,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ430478,峆一药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ430510,丰光精密,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ430556,雅达股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ430564,天润科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ430685,新芝生物,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ430718,合肥高科,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ830779,武汉蓝电,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ830809,安达科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ830832,齐鲁华信,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ830839,万通液压,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ830879,基康技术,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ830896,旺成科技,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ830946,森萱医药,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ830964,润农节水,E,建筑业,,,48.0,土木工程建筑业,
BJ830974,凯大催化,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ831010,凯添燃气,D,电力、热力、燃气及水生产和供应业,,,45.0,燃气生产和供应业,
BJ831039,国义招标,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ831087,秋乐种业,A,农、林、牧、渔业,,,5.0,农、林、牧、渔专业及辅助性活动,
BJ831152,昆工科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ831167,鑫汇科,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ831175,派诺科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ831195,三祥科技,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ831278,泰德股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ831304,迪尔化工,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ831305,海希通讯,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ831370,新安洁,N,水利、环境和公共设施管理业,,,78.0,公共设施管理业,
BJ831396,许昌智能,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ831526,凯华材料,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ831627,力王股份,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ831641,格利尔,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ831689,克莱特,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ831726,朱老六,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,
BJ831768,拾比佰,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ831832,科达自控,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ831834,三维装备,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ831855,浙江大农,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ831856,浩淼科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ831906,舜宇精工,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ831961,创远信科,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ832000,安徽凤凰,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ832023,田野股份,C,制造业,CA,食品、饮料、烟草,15.0,酒、饮料和精制茶制造业,
BJ832089,禾昌聚合,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ832110,雷特科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ832145,恒合股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ832149,利尔达,F,批发和零售业,,,51.0,批发业,
BJ832171,志晟信息,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ832175,东方碳素,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ832225,利通科技,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ832278,鹿得医疗,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ832419,路斯股份,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,
BJ832469,富恒新材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ832471,美邦科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ832491,奥迪威,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ832522,纳科诺尔,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ832566,梓橦宫,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ832651,天罡股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ832662,方盛股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ832735,德源药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ832786,骑士乳业,A,农、林、牧、渔业,,,3.0,畜牧业,
BJ832802,保丽洁,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ832876,慧为智能,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ832885,星辰科技,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ832978,开特股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ832982,锦波生物,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ833030,立方控股,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ833075,柏星龙,C,制造业,CD,造纸、印刷、文教,23.0,印刷和记录媒介复制业,
BJ833171,国航远洋,G,交通运输、仓储和邮政业,,,55.0,水上运输业,
BJ833230,欧康医药,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ833266,生物谷,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ833284,灵鸽科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ833346,威贸电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ833394,民士达,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,
BJ833427,华维设计,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ833429,康比特,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,
BJ833454,同心传动,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ833455,汇隆活塞,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ833509,同惠电子,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ833523,德瑞锂电,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ833533,骏创科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ833575,康乐卫士,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ833580,科创新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ833751,惠同新材,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ833781,瑞奇智造,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ833873,中设咨询,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ833914,远航精密,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ833943,优机股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ834014,特瑞斯,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ834021,流金科技,I,信息传输、软件和信息技术服务业,,,63.0,电信、广播电视和卫星传输服务,
BJ834033,康普化学,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ834058,华洋赛车,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,
BJ834062,科润智控,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ834261,一诺威,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ834407,驰诚股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ834415,恒拓开源,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ834475,三友科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ834599,同力股份,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ834639,晨光电缆,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ834765,美之高,C,制造业,CC,木材、家具,21.0,家具制造业,
BJ834770,艾能聚,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ834950,迅安科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ835174,五新隧装,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ835179,凯德石英,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ835184,国源科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ835185,贝特瑞,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ835207,众诚科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ835237,力佳科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ835305,*ST云创,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ835368,连城数控,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ835438,戈碧迦,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ835508,殷图网联,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ835579,机科股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ835640,富士达,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ835670,数字人,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ835857,百甲科技,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ835892,中科美菱,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ835985,海泰新能,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ836077,吉林碳谷,C,制造业,CE,石油、化学、生物医药,28.0,化学纤维制造业,
BJ836149,旭杰科技,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ836208,青矩技术,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ836221,易实精密,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ836239,长虹能源,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ836247,华密新材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ836260,中寰股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ836263,中航泰达,N,水利、环境和公共设施管理业,,,77.0,生态保护和环境治理业,
BJ836270,天铭科技,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ836395,朗鸿科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ836414,欧普泰,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ836419,万德股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ836422,润普食品,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,
BJ836433,大唐药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ836504,博迅生物,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ836547,无锡晶海,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ836675,秉扬科技,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ836699,海达尔,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ836717,瑞星股份,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ836720,吉冈精密,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ836807,奔朗新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ836826,盖世食品,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,
BJ836871,派特尔,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ836892,广咨国际,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ836942,恒立钻具,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ836957,汉维科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ836961,西磁科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ837006,晟楠科技,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,
BJ837023,芭薇股份,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ837046,亿能电力,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ837092,汉鑫科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ837174,宏裕包材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ837212,智新电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ837242,建邦科技,L,租赁和商务服务业,,,72.0,商务服务业,
BJ837344,三元基因,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ837403,康农种业,A,农、林、牧、渔业,,,1.0,农业,
BJ837592,华信永道,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ837663,明阳科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ837748,路桥信息,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ837821,则成电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ838030,德众汽车,F,批发和零售业,,,52.0,零售业,
BJ838163,方大新材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ838171,邦德股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ838227,美登科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ838262,太湖雪,C,制造业,CB,纺织、服装、鞋帽,17.0,纺织业,
BJ838275,驱动力,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,
BJ838402,硅烷科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ838670,恒进感应,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ838701,豪声电子,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ838810,春光智能,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ838837,华原股份,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ838924,广脉科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ838971,天马新材,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ839273,一致魔芋,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,
BJ839371,欧福蛋业,C,制造业,CA,食品、饮料、烟草,13.0,农副食品加工业,
BJ839493,并行科技,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ839680,*ST广道,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ839719,宁新新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ839725,惠丰钻石,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ839729,永顺生物,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ839790,联迪信息,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ839792,东和新材,C,制造业,CF,金属、非金属,30.0,非金属矿物制品业,
BJ839946,华阳变速,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ870199,倍益康,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ870204,沪江材料,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ870299,灿能电力,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ870357,雅葆轩,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ870436,大地电气,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ870508,丰安股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ870656,海昇药业,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ870726,鸿智科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ870866,绿亨科技,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ870976,视声智能,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ871245,威博液压,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ871263,莱赛激光,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ871396,常辅股份,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,
BJ871478,巨能股份,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ871553,凯腾精工,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ871634,新威凌,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ871642,通易航天,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ871694,中裕科技,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ871753,天纺标,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ871857,泓禧科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ871970,大禹生物,C,制造业,CA,食品、饮料、烟草,14.0,食品制造业,
BJ871981,晶赛科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ872190,雷神科技,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ872351,华光源海,G,交通运输、仓储和邮政业,,,58.0,多式联运和运输代理业,
BJ872374,云里物里,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ872392,佳合科技,C,制造业,CD,造纸、印刷、文教,22.0,造纸和纸制品业,
BJ872541,铁大科技,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,
BJ872808,曙光数创,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ872895,花溪科技,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ872925,锦好医疗,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ872931,无锡鼎邦,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ872953,国子软件,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ873001,纬达光电,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,
BJ873122,中纺标,M,科学研究和技术服务业,,,74.0,专业技术服务业,
BJ873132,泰鹏智能,C,制造业,CC,木材、家具,21.0,家具制造业,
BJ873152,天宏锂电,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ873167,新赣江,C,制造业,CE,石油、化学、生物医药,27.0,医药制造业,
BJ873169,七丰精工,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ873223,荣亿精密,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ873305,九菱科技,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ873339,恒太照明,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ873527,夜光明,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,
BJ873570,坤博精工,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ873576,天力复合,C,制造业,CF,金属、非金属,32.0,有色金属冶炼和压延加工业,
BJ873593,鼎智科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,
BJ873665,科强股份,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,
BJ873679,前进科技,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ873690,捷众科技,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,
BJ873693,阿为特,C,制造业,CF,金属、非金属,33.0,金属制品业,
BJ873703,广厦环能,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ873706,铁拓机械,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ873726,卓兆点胶,C,制造业,CG,专用、通用及交通运输设备,35.0,专用设备制造业,
BJ873806,云星宇,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,
BJ873833,美心翼申,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,
BJ920000,,,,,,,,2020-12-23
BJ920001,,,,,,,,2022-12-27
BJ920002,万达轴承,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2024-05-30
BJ920003,,,,,,,,2025-11-07
BJ920005,,,,,,,,2025-07-31
BJ920006,,,,,,,,2023-05-18
BJ920007,,,,,,,,2025-08-08
BJ920008,成电光信,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2024-08-29
BJ920009,,,,,,,,2025-11-03
BJ920010,,,,,,,,2020-07-27
BJ920014,,,,,,,,2022-12-13
BJ920015,,,,,,,,2025-09-25
BJ920016,中草香料,C,制造业,CE,石油、化学、生物医药,26.0,化学原料和化学制品制造业,2024-09-13
BJ920017,,,,,,,,2023-05-31
BJ920018,,,,,,,,2025-08-20
BJ920019,铜冠矿建,B,采矿业,,,11.0,开采专业及辅助性活动,2024-10-11
BJ920020,,,,,,,,2025-10-28
BJ920021,,,,,,,,2020-07-27
BJ920022,,,,,,,,2025-09-19
BJ920023,,,,,,,,2023-02-02
BJ920026,,,,,,,,2023-10-19
BJ920027,交大铁发,C,制造业,CG,专用、通用及交通运输设备,37.0,铁路、船舶、航空航天和其他运输设备制造业,2025-06-10
BJ920029,开发科技,C,制造业,CI,仪器、仪表,40.0,仪器仪表制造业,2025-03-28
BJ920030,,,,,,,,2020-11-27
BJ920033,,,,,,,,2022-12-21
BJ920035,,,,,,,,2025-12-02
BJ920036,,,,,,,,2026-03-09
BJ920037,,,,,,,,2025-06-26
BJ920039,,,,,,,,2021-08-18
BJ920045,,,,,,,,2025-12-31
BJ920046,,,,,,,,2022-10-13
BJ920047,,,,,,,,2020-11-24
BJ920050,,,,,,,,2026-01-21
BJ920056,,,,,,,,2025-08-22
BJ920057,,,,,,,,2023-03-14
BJ920058,,,,,,,,2023-08-10
BJ920060,万源通,C,制造业,CH,电气、电子及通讯,39.0,计算机、通信和其他电子设备制造业,2024-11-19
BJ920061,,,,,,,,2023-12-21
BJ920062,,,,,,,,2022-07-13
BJ920066,科拜尔,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2024-10-31
BJ920068,天工股份,C,制造业,CF,金属、非金属,32.0,有色金属冶炼和压延加工业,2025-05-13
BJ920075,,,,,,,,2022-12-14
BJ920076,,,,,,,,2026-01-22
BJ920077,,,,,,,,2021-08-31
BJ920080,,,,,,,,2025-10-10
BJ920082,方正阀门,C,制造业,CG,专用、通用及交通运输设备,34.0,通用设备制造业,2024-12-26
BJ920086,,,,,,,,2026-01-16
BJ920087,,,,,,,,2022-12-07
BJ920088,科力股份,B,采矿业,,,11.0,开采专业及辅助性活动,2024-10-29
BJ920089,,,,,,,,2021-11-09
BJ920090,,,,,,,,2021-08-09
BJ920091,,,,,,,,2025-11-21
BJ920092,,,,,,,,2021-11-15
BJ920098,科隆新材,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2024-12-05
BJ920099,瑞华技术,M,科学研究和技术服务业,,,74.0,专业技术服务业,2024-09-25
BJ920100,,,,,,,,2025-09-08
BJ920101,,,,,,,,2025-08-14
BJ920106,林泰新材,C,制造业,CG,专用、通用及交通运输设备,36.0,汽车制造业,2024-12-18
BJ920108,宏海科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2025-02-06
BJ920110,,,,,,,,2022-12-06
BJ920111,聚星科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-11-11
BJ920112,,,,,,,,2025-08-28
BJ920116,星图测控,I,信息传输、软件和信息技术服务业,,,65.0,软件和信息技术服务业,2025-01-02
BJ920118,太湖远大,C,制造业,CE,石油、化学、生物医药,29.0,橡胶和塑料制品业,2024-08-22
BJ920119,,,,,,,,2026-01-30
BJ920121,,,,,,,,2025-12-25
BJ920122,,,,,,,,2022-09-27
BJ920123,,,,,,,,2024-03-29
BJ920124,,,,,,,,2025-11-27
BJ920128,胜业电气,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2024-11-29
BJ920130,,,,,,,,2023-11-02
BJ920132,,,,,,,,2023-11-16
BJ920139,,,,,,,,2022-10-28
BJ920145,,,,,,,,2021-11-15
BJ920146,,,,,,,,2021-07-20
BJ920149,,,,,,,,2020-07-27
BJ920152,,,,,,,,2022-09-01
BJ920158,,,,,,,,2025-10-16
BJ920159,,,,,,,,2026-01-28
BJ920160,,,,,,,,2025-11-18
BJ920163,,,,,,,,2020-07-27
BJ920166,,,,,,,,2026-02-12
BJ920167,同享科技,C,制造业,CH,电气、电子及通讯,38.0,电气机械和器材制造业,2020-07-27
BJ920168,,,,,,,,2026-02-26
BJ920169,,,,,,,,2022-04-15
BJ920171,,,,,,,,2021-11-15
BJ920174,,,,,,,,2021-08-20
BJ920175,,,,,,,,2023-06-30
BJ920179,,,,,,,,2022-03-04
BJ920180,,,,,,,,2026-02-10
BJ920183,,,,,,,,2026-03-04
BJ920184,,,,,,,,2020-07-27
BJ920185,,,,,,,,2020-07-27
BJ920187,,,,,,,,2026-03-05
BJ920190,,,,,,,,2022-12-23
BJ920195,,,,,,,,2022-12-30
BJ920198,,,,,,,,2020-07-27
BJ920199,,,,,,,,2022-12-01
BJ920204,,,,,,,,2022-01-18
BJ920207,,,,,,,,2022-09-23
