symbol,total_dividend_yield_1Y,total_dividend_yield_3Y,total_dividend_yield_5Y,total_dividend_1Y,total_dividend_3Y,total_dividend_5Y
SH920014,0.01399580126,0.052665805796,0.052665805796,2.0,5.6,13.4
SH920016,0.002588757396,0.002588757396,0.002588757396,0.7,0.7,0.7
SH920017,0.006872852234,0.048720663272,0.048720663272,1.6,6.1,10.46
SH920019,0.008200082001,0.008200082001,0.008200082001,2.0,2.0,2.0
SH920021,,0.005988023952,0.049661164970000005,,0.2,2.2
SH920023,,0.004230769231,0.004230769231,,0.11,0.11
SH920026,0.005583756345,0.077950906103,0.077950906103,2.2,16.2,16.2
SH920027,0.004528301887,0.004528301887,0.004528301887,1.2,1.2,1.2
SH920029,0.01500150015,0.01500150015,0.01500150015,15.0,15.0,15.0
SH920030,0.002266864865,0.01239657501,0.024938481552,0.167748,0.447328,1.11832
SH920033,,0.007204610951,0.025519629266000002,,2.0,5.0
SH920037,0.007581185716,0.007581185716,0.007581185716,6.56,6.56,6.56
SH920039,0.018281535649,0.11626133362900001,0.170806788174,2.0,7.8,14.1
SH920046,0.004842615012,0.031505565587999995,0.031505565587999995,0.8,2.8,2.8
SH920057,,0.006377802548,0.006377802548,,0.200263,0.200263
SH920058,0.0238294683,0.15519896894600002,0.193026321031,8.6244,31.116663,48.116663
SH920060,0.01579778831,0.01579778831,0.01579778831,5.0,5.0,5.0
SH920061,0.003869209809,0.030183357707,0.030183357707,1.42,7.08,10.959999999999999
SH920062,0.002764976959,0.040320060094,0.05430607408,0.3,2.3,3.3
SH920066,0.002192982456,0.002192982456,0.002192982456,1.0,1.0,1.0
SH920068,0.004948045522,0.004948045522,0.004948045522,1.0,1.0,1.0
SH920075,0.013477011494,0.105759280713,0.105759280713,4.69,13.918558,15.847124
SH920077,,0.016372125225,0.016372125225,,4.0,4.0
SH920082,0.015673884489,0.015673884489,0.015673884489,3.2,3.2,3.2
SH920087,0.007633587786,0.059105779716,0.059105779716,1.5,5.0,7.1
SH920088,0.001827735892,0.001827735892,0.001827735892,0.8,0.8,0.8
SH920089,0.005803830528,0.029146148588,0.055187815254999995,1.0,3.7,7.300000000000001
SH920090,,,0.009652509653,,,0.5
SH920092,0.001166861144,0.0067224167,0.025721783388,0.5,2.0,5.0
SH920098,0.008751458576,0.008751458576,0.008751458576,3.0,3.0,3.0
SH920099,0.005652911249,0.005652911249,0.005652911249,2.0,2.0,2.0
SH920100,0.007161271842,0.007161271842,0.007161271842,5.0,5.0,5.0
SH920106,0.004008551577,0.004008551577,0.004008551577,6.0,6.0,6.0
SH920108,0.004220907298,0.004220907298,0.004220907298,1.07,1.07,1.07
SH920110,0.024993751562,0.091863867273,0.091863867273,10.0,21.0,31.0
SH920111,0.007087172218,0.007087172218,0.007087172218,2.0,2.0,2.0
SH920116,0.001487025948,0.001487025948,0.001487025948,1.49,1.49,1.49
SH920118,0.034686090878,0.034686090878,0.034686090878,10.0,10.0,10.0
SH920122,0.003629810268,0.016535722629,0.016535722629,1.626155,4.507582,4.507582
SH920123,0.010362694301,0.027753998649,0.027753998649,3.0,9.0,13.0
SH920128,0.011198208287,0.011198208287,0.011198208287,4.0,4.0,4.0
SH920130,,0.025641025641,0.043141025641,,2.0,4.8
SH920132,0.004126547455,0.017489576408,0.035775290694,0.9,4.5,10.3
SH920139,,0.00595358224,0.00595358224,,0.59,0.59
SH920145,,,0.014577259475,,,1.0
SH920146,,0.040322580645,0.123019217111,,1.0,5.0
SH920149,,0.008756567426,0.032476333898000004,,0.5,3.0
SH920152,,0.007543513273,0.007543513273,,1.3,1.8
SH920163,0.005882352941,0.042634113503999996,0.074969442845,1.1,4.800000000000001,7.5
SH920167,0.001974683544,0.012563557647,0.020076900637,0.39,1.9700000000000002,3.5700000000000003
SH920169,0.003012048193,0.047863177193,0.065381425368,1.0,3.5,4.7
SH920171,,,0.011037527594,,,1.0
SH920174,,0.051604365284,0.089869671406,,6.0,10.5
SH920175,,0.012239902081,0.038582353955,,1.0,3.6
SH920179,0.00336889388,0.012152587537000001,0.012152587537000001,1.2,3.0,3.0
SH920184,,,0.05277429414,,,4.0
SH920185,0.017543859649,0.046597318727,0.05761706219900001,4.0,11.5,18.0
SH920190,0.00346220427,0.020577419938,0.020577419938,1.2,4.2,4.2
SH920195,0.011813349084,0.051480491163,0.051480491163,2.0,5.0,5.0
SH920198,,,0.072154357914,,,7.0
SH920199,,0.049247818097999996,0.049247818097999996,,9.5,15.5
SH920204,0.002516778523,0.02260525278,0.033000263175,0.6,2.5,8.0
SH920207,,0.036979443641000004,0.05745027271,,2.443629,5.443629
SH920208,0.026824034335,0.070290483669,0.114086104107,10.0,26.0,56.0
SH920212,0.003422703936,0.024567296357,0.042111156006,0.6,1.91,3.41
SH920221,0.018390804598,0.043351254996000003,0.043351254996000003,4.0,7.0,11.0
SH920225,0.009394081729,0.042935488304,0.057856988633,2.0,6.0,7.05
SH920227,0.015873015873,0.116984889193,0.116984889193,10.0,30.0,35.0
SH920230,0.004549590537,0.04690869438,0.04690869438,1.0,5.0,7.5
SH920237,0.009733939001,0.051586666433,0.07951962732699999,3.0,8.5,16.0
SH920239,0.010722710701,0.029310071296000002,0.053685268534,5.0,8.0,24.0
SH920242,0.011027509356,0.13511202044600001,0.169654335422,4.0,17.5,22.0
SH920245,0.004432624113,0.030332652879,0.037485728701999996,1.5,4.0,5.0
SH920247,0.005367126351,0.042360084097999996,0.042360084097999996,1.44,5.01,11.465806
SH920249,,0.031779661017,0.031779661017,,1.5,4.7
SH920252,0.002495507897,0.016953301239,0.016953301239,0.59,1.94,2.24
SH920260,0.013821700069,0.118656984908,0.15337920713,2.0,8.0,19.0
SH920261,0.019493177388,0.109079854756,0.109079854756,3.0,10.0,30.25
SH920262,0.003143665514,0.041621466782,0.10697860963900001,1.0,5.5,14.65
SH920263,,0.072233097434,0.140744517508,,3.42898,7.07898
SH920266,,,0.027075812274,,,3.0
SH920267,0.00702247191,0.027224492112000002,0.088527174104,2.0,4.0,18.0
SH920270,0.026385224274,0.113300877227,0.150657199066,5.0,15.0,21.5
SH920271,0.012121212121,0.059598361187,0.09311791426,2.0,7.0,10.0
SH920273,0.008491847826,0.065771344991,0.09240250344600001,5.0,11.0,15.0
SH920274,0.006406149904,0.056058582873,0.056058582873,1.0,6.0,11.0
SH920275,0.005267778753,0.034971398267,0.102450759198,0.6,1.5,5.14
SH920278,0.018951942328,0.072797016331,0.087502898684,2.0,4.8,7.3
SH920284,,0.005033557047,0.005033557047,,0.3,1.3
SH920299,0.005034324943,0.095023023153,0.116201725443,1.1,6.648819,9.190017000000001
SH920300,,0.004975124378,0.004975124378,,0.3,0.3
SH920304,0.012804097311,0.039613748786000005,0.039613748786000005,2.0,4.0,7.6
SH920339,0.00853970965,0.118694254833,0.118694254833,1.0,6.0,6.0
SH920344,,0.005226480836,0.016115591725,,0.75,2.93
SH920346,0.012265512266,0.08207472325199999,0.098243877481,3.4,9.7,11.0
SH920351,0.003175611305,0.0735739945,0.0735739945,1.0,5.0,5.0
SH920357,0.020391517129,0.100441314826,0.130203219588,5.0,15.0,21.0
SH920363,0.0,0.020644095789,0.030740006945,0.0,2.5,7.0
SH920367,0.003779289494,0.040035436821000005,0.086702103488,1.0,4.5,15.5
SH920368,0.005142269455,0.020950646208000002,0.027080393851,1.5,6.5,14.0
SH920370,,,0.022164927769,,,1.04
SH920371,0.00837520938,0.05957107234,0.05957107234,1.0,3.0,3.0
SH920374,0.00348763475,0.028201292662,0.028201292662,1.1,3.4000000000000004,6.4
SH920375,0.0,0.01843902439,0.01843902439,0.0,1.89,7.77
SH920378,0.00748502994,0.065255151981,0.065255151981,1.0,3.0,4.0
SH920392,0.003663003663,0.04741047977,0.04741047977,1.0,4.0,9.0
SH920394,0.004760771245,0.018975412325,0.046124733592,2.0,4.0,7.0
SH920395,0.011351909185,0.120383621791,0.164631409402,2.2,14.6,28.6
SH920396,0.005104124132,0.050563646154000004,0.092228043518,2.5,6.2,10.7
SH920402,0.002024291498,0.015387270529,0.015387270529,0.2,2.0481000000000003,2.0481000000000003
SH920403,0.005529444291,0.019495924738,0.019495924738,2.0,6.0,19.0
SH920405,0.004127118807,0.021039156591,0.063693185027,0.9099999999999999,2.71,11.71
SH920407,0.004144218815,0.047785749313,0.066635890689,1.0,4.5,8.5
SH920414,,0.00917648979,0.00917648979,,1.058904,1.058904
SH920415,0.002011494253,0.030021880492,0.04341529896,0.35,1.65,2.2199999999999998
SH920418,0.009140767824,0.058503946992,0.11314889165,3.5,11.5,17.5
SH920419,0.004046944557,0.019708510398999998,0.028389065955,1.0,2.2,3.2
SH920422,0.010533707865,0.081619566451,0.081619566451,1.5,6.5,6.5
SH920425,0.005603810591,0.057995556404000004,0.057995556404000004,2.0,10.0,18.5
SH920427,0.01023288638,0.098164393229,0.196450810009,1.45,7.75,16.5
SH920429,0.008544087491,0.055827856402,0.055827856402,2.5,6.5,8.5
SH920433,0.007547169811,0.024283571485,0.140809568347,0.6,1.4,10.4
SH920436,,,0.02688172043,,,2.5
SH920438,0.004866118585,0.014353784618999998,0.018757131162,0.97663,1.97663,2.97663
SH920445,0.013711151737,0.069375782336,0.114461939279,1.5,4.2,9.9
SH920454,0.009329446064,0.039215941652,0.059486211922,1.6,3.6,5.1
SH920455,0.016483516484,0.104564630604,0.104564630604,1.8,4.9,9.3
SH920469,0.00348189415,0.017974647773,0.042809084859,0.5,2.0,3.5
SH920471,0.006035003018,0.043349189041,0.072617481724,1.0,4.0,8.0
SH920475,0.002289377289,0.036210497224,0.084362681102,0.5,2.9,8.7
SH920476,0.008273579702,0.041557371682,0.055344136388,1.5,5.5,8.5
SH920478,0.013788348845,0.053037576690000005,0.053037576690000005,4.0,11.0,16.0
SH920489,0.007702182285,0.077402730321,0.12012579561299999,1.8,5.8,10.0
SH920491,0.010050251256,0.039822994501,0.048191195338,3.0,6.0,7.6899999999999995
SH920496,0.013165738502,0.0497288098,0.0497288098,1.5,3.5,6.5
SH920504,0.001836210062,0.092283397533,0.092283397533,0.5,9.5,18.3
SH920505,0.003471418653,0.052032584569,0.052032584569,1.5,7.0,11.0
SH920508,0.005807200929,0.066563968772,0.100853666433,2.0,7.0,10.0
SH920509,0.009615384615,0.06547406428300001,0.109110731089,2.5,8.0,12.8
SH920510,,0.007228915663,0.061774370207999994,,1.2,5.7
SH920519,0.007122507123,0.048444821173,0.048444821173,1.0,4.0,6.5
SH920522,0.005223750653,0.024793222277,0.024793222277,3.0,6.0,6.0
SH920523,0.011560693642,0.042072018171,0.056628058928000005,3.0,7.0,10.0
SH920526,0.003480682214,0.01858118963,0.01858118963,1.0,2.5,5.5
SH920527,0.007317073171,0.061303756484,0.09770048077900001,1.5,5.3,9.3
SH920533,0.004078303426,0.058613994883,0.072445253528,2.0,11.0,15.0
SH920541,0.00854214123,0.074848736389,0.074848736389,1.5,4.7228580000000004,8.822858
SH920547,0.006872852234,0.02341088972,0.02341088972,2.0,17.0,50.0
SH920553,0.008724100327,0.061458047292,0.086646964169,0.8,2.8,3.8
SH920556,0.009025270758,0.094692962684,0.094692962684,1.0,5.0,8.5
SH920564,0.001970831691,0.024695088591000003,0.024695088591000003,0.5,2.1,2.7
SH920566,0.01399580126,0.102947217929,0.151187883271,2.0,8.5,16.5
SH920570,0.002273243919,0.01509375674,0.026271103982999998,1.0,10.1,17.6
SH920571,,0.027777777778,0.027777777778,,1.0,1.0
SH920576,0.005727376861,0.076607638656,0.09380120493399999,2.0,14.0,20.9
SH920578,,,0.0,,,2.0
SH920579,0.001070592171,0.017945133624,0.037268805121999996,0.32,2.6199999999999997,7.62
SH920580,0.005057803468,0.05431244917,0.05431244917,0.7,3.0999999999999996,3.0999999999999996
SH920592,0.002497190661,0.002497190661,0.018122190661,2.0,2.0,4.0
SH920593,0.004066693778,0.029518532685,0.045437874686,2.0,16.0,30.0
SH920599,0.03100088574,0.14955358217,0.218947280146,7.0,17.0,23.0
SH920608,0.014340344168,0.083703835814,0.083703835814,3.0,8.5,16.5
SH920627,0.004200210011,0.030287166533,0.030287166533,1.2,4.2,5.7
SH920634,0.003780718336,0.052177651543,0.052177651543,1.0,5.0,5.3
SH920639,,0.063288084465,0.063288084465,,2.6,2.6
SH920640,0.003472222222,0.041286177406,0.063604083075,1.0,7.0,12.0
SH920641,0.005263157895,0.088300046149,0.088300046149,1.0,8.0,9.0
SH920642,0.00273822563,0.022179846025,0.035632760823,0.5,1.9,3.4
SH920651,0.022587931591,0.118599810939,0.118599810939,7.0,21.0,36.5
SH920656,0.010288065844,0.04549933345,0.04549933345,2.5,17.5,39.0
SH920662,0.006899318091,0.05570334287,0.05570334287,1.72,6.31,14.8571
SH920663,0.024725114079,0.113810937448,0.113810937448,6.129307,15.822306999999999,27.452306999999998
SH920665,0.009179926561,0.041521453081,0.073779517597,1.5,4.0,6.0
SH920670,,0.005649717514,0.037091591514,,0.6,4.6
SH920675,0.015885623511,0.076955606915,0.11748729970999999,2.0,5.5,8.5
SH920679,0.017357762777,0.115856320942,0.165901816847,3.6,16.6,27.6
SH920682,0.015552099533,0.119091558877,0.206386159816,2.0,9.0,15.0
SH920685,0.012145748988,0.102293031873,0.12560130255,1.8,11.8,14.9
SH920689,0.01011889704,0.090819446491,0.121369344658,4.0,12.0,17.0
SH920690,0.01647446458,0.03764296585,0.044782423251,4.0,8.0,9.5
SH920693,0.001709401709,0.0122406115,0.0122406115,0.7,7.56,7.56
SH920694,0.012825994015,0.036616636362,0.077168136768,3.0,6.0,11.0
SH920699,0.014415613218,0.051872853811,0.315899256451,6.5,13.07,68.07
SH920701,0.010152284264,0.044754360389,0.044754360389,3.0,8.0,16.0
SH920703,0.01559454191,0.040567784864,0.060620303365,4.0,19.0,27.4
SH920706,0.009857072449,0.052301281191,0.052301281191,2.0,7.5,9.5
SH920717,0.002709677419,0.039751257206,0.063147434268,0.42,2.42,5.58279
SH920718,0.005543237251,0.034751501753,0.052326194196,1.0,3.0,6.0
SH920719,,0.012195121951,0.012195121951,,1.0,1.0
SH920720,0.007729468599,0.044835980027000004,0.070509920977,1.6,5.28,9.280000000000001
SH920725,0.003465003465,0.022812233234,0.022812233234,1.0,3.5,5.7
SH920726,0.000881834215,0.032510915628,0.055766729581,0.2,3.3000000000000003,5.9
SH920729,0.013052208835,0.080502247509,0.132467412924,1.3,5.9,18.7
SH920735,0.008374294557,0.032563738267,0.062350420179,4.6,11.7,17.4
SH920748,0.001618646811,0.008267582980999999,0.008267582980999999,1.0,2.0,2.0
SH920751,0.017533606078,0.053247891792,0.104464281037,3.0,6.0,13.0
SH920753,0.010479755019,0.070683075862,0.070683075862,3.08,10.86,10.86
SH920765,0.011391375102,0.103632401539,0.1090105528,2.8,8.8,12.37
SH920768,,0.008658008658,0.024997877939,,0.4,1.6
SH920770,0.006342494715,0.07013746283899999,0.127085071039,1.2,4.5,12.7
SH920779,0.022754829568,0.11810320565900001,0.11810320565900001,13.5,36.5,46.5
SH920781,0.001647446458,0.030292746581,0.030292746581,0.2,1.7,5.7
SH920786,,0.04347826087,0.08567235369699999,,2.0,6.0
SH920790,0.006448009839,0.051337452812,0.077011393762,3.0,6.0,9.5
SH920792,0.007961783439,0.028397294327,0.028397294327,1.0,2.2199999999999998,4.22
SH920799,0.003457221237,0.045811302733,0.088297192888,2.0,5.8,13.8
SH920802,0.006708595388,0.056655339149,0.056655339149,1.6,5.6,9.6
SH920806,0.006222775358,0.018462677439,0.018462677439,1.0,2.0,2.0
SH920807,0.007246376812,0.087532798311,0.087532798311,1.0,5.3,9.3
SH920808,0.001145814082,0.0053520704539999995,0.0053520704539999995,0.62,4.67,10.469999999999999
SH920809,,0.011520737327,0.011520737327,,1.0,1.0
SH920810,0.0,0.040870133227000005,0.040870133227000005,0.0,3.0,3.0
SH920819,,0.078332550057,0.123123353702,,3.0,5.5
SH920821,0.00250438267,0.029625817893000003,0.029625817893000003,1.0,4.0,4.0
SH920826,0.007843137255,0.051682605557,0.07809610512000001,1.0,4.0,6.0
SH920832,0.009456264775,0.041266807174,0.07484672850400001,0.8,2.2,4.2
SH920833,0.016430028975,0.063188752044,0.087198355886,3.5,10.0,14.0
SH920834,0.017514871117,0.255115438053,0.255115438053,2.3,12.5,13.700000000000001
SH920837,0.012208657048,0.047606887135999996,0.08450725614,2.2,4.2,7.7
SH920839,0.014392630973,0.081381215767,0.131060751911,5.0,11.0,16.0
SH920855,0.009873060649,0.083247306988,0.21079832739600002,2.1,7.4,14.9
SH920856,0.003974562798,0.022123383125,0.055097782018,1.0,2.0,4.0
SH920857,0.005321979776,0.043235635964,0.059330056565000004,1.0,5.2,8.7
SH920866,0.014563106796,0.057996061944,0.057996061944,1.5,4.0,4.0
SH920870,0.005218216319,0.05451067172,0.08451067172,1.1,8.1,19.7
SH920871,0.011641443539,0.07347358479300001,0.07347358479300001,2.0,5.5,9.5
SH920876,,0.02720253642,0.02720253642,,2.5,4.0
SH920879,0.017909309248,0.130104734538,0.130104734538,4.0,12.0,15.0
SH920885,0.002530933633,0.017471751456,0.034954268939,0.45,1.85,6.85
SH920892,0.03359462486,0.145311310751,0.173781061641,6.0,19.0,23.0
SH920895,,0.041420118343,0.041420118343,,3.5,8.5
SH920896,0.01321003963,0.080730463322,0.080730463322,3.0,7.0,15.0
SH920906,0.003610547667,0.024147918399,0.024147918399,0.89,3.2800000000000002,3.8200000000000003
SH920914,0.005047955578,0.038799620651,0.038799620651,1.0,4.0,4.0
SH920924,0.001650709805,0.010176303986,0.017717782116,0.5,1.25,1.75
SH920925,0.001650165017,0.020604667545,0.032980905169,0.3,3.3,5.3
SH920926,0.014159292035,0.033592940008,0.033592940008,4.0,7.5,20.0
SH920931,0.005714285714,0.017924297924,0.017924297924,1.0,5.1,5.1
SH920932,0.000989119683,0.033028645748999996,0.044049953610999996,0.3,4.3,5.8
SH920942,0.007466401195,0.036726794115,0.036726794115,1.5,4.0,8.5
SH920943,0.009137426901,0.066410456999,0.08831626203699999,2.5,7.5,11.0
SH920946,0.010920436817,0.059097893941,0.106779121509,1.4,5.0,8.4
SH920950,0.018533772652,0.107895212494,0.107895212494,4.5,16.8,44.4
SH920953,0.00368852459,0.017387154727,0.022973746906,1.8,3.6,5.6
SH920957,0.006476683938,0.077607805199,0.077607805199,1.0,5.0,5.0
SH920961,0.002188183807,0.01195739673,0.021188299878,0.5,1.43,3.4299999999999997
SH920964,0.002364066194,0.035670886636,0.054560744236,0.2,1.2,1.9
SH920970,,0.085679314565,0.085679314565,,7.0,7.0
SH920971,0.007437709186,0.048309027942999995,0.048309027942999995,2.0,7.0,17.0
SH920974,,0.027777777778,0.059998721391,,1.35,7.449999999999999
SH920976,0.018096272168,0.060589190015,0.060589190015,5.0,11.0,25.0
SH920978,0.013644516918,0.042782991145,0.042782991145,3.347,6.173432,8.724706000000001
SH920981,0.003804209992,0.016606485952,0.023902797261,1.5,3.3,5.1
SH920982,0.007985271084,0.021402259501,0.021402259501,30.0,55.0,60.0
SH920985,0.023900573614,0.088048300887,0.10539435466,2.5,6.4,8.4
SH920992,0.004087889627,0.032317365373,0.035980369036,0.8,3.6,12.200000000000001
SZ000001,0.050946103155000005,0.162795924718,0.188123246204,5.98,18.48,22.56
SZ000002,,0.049598832969,0.162631432712,,6.8,29.061257
SZ000006,,0.021029082774,0.085290987536,,0.94,4.08
SZ000009,0.003138075314,0.011844657721,0.015212117217,0.3,1.1,1.75
SZ000011,,0.07622469243999999,0.16088477659,,6.73,17.63
SZ000012,0.013752455796,0.086756449722,0.123028711922,0.7,4.7,7.7
SZ000014,,0.033480549301,0.039141813102,,3.3600000000000003,3.9400000000000004
SZ000016,,,0.024822441659,,,1.5
SZ000019,0.021865889213,0.086487762517,0.141470348237,1.5,6.0,10.5
SZ000021,0.010869565217,0.026303423167,0.048459507824,1.9,4.5,7.6
SZ000025,0.005503577325,0.009273847897,0.01141809741,1.0,1.59,2.04
SZ000026,0.028228652082,0.090681157644,0.146495240605,4.0,10.5,17.584341000000002
SZ000027,0.022935779817,0.06420732640599999,0.117580047276,1.5,4.3,8.65
SZ000028,0.014651721377,0.049058642369,0.090113035886,3.66,18.46,32.46
SZ000029,,0.005470852018,0.024344380776999998,,0.61,2.36
SZ000030,0.02479338843,0.12041805703399999,0.21683296509299999,1.5,6.5,12.5
SZ000032,0.006033182504,0.015595503183,0.021876910218,1.2,3.1,4.1
SZ000034,0.006499513145,0.037771975129999996,0.062666974693,2.67,11.588204000000001,15.398205
SZ000035,0.008091954023,0.012657171414,0.031999531181999996,0.352,0.5619999999999999,1.5619999999999998
SZ000036,,0.008831168831,0.07417766165699999,,0.34,3.32
SZ000039,0.021755253399,0.049218022289999996,0.115556690916,1.76,3.7800000000000002,13.48
SZ000042,,0.001646090535,0.011286869746,,0.12,0.94
SZ000045,0.006454545455,0.01936926504,0.029727979276000002,0.71,1.96,2.76
SZ000048,0.044284720441,0.120534985461,0.22279131397899998,7.3,21.1,49.1
SZ000049,0.015313225058,0.054159808721,0.089007375166,3.3,14.3,31.8
SZ000050,,,0.01234117325,,,1.4
SZ000055,0.012165450122,0.041769663336,0.053506752537999996,0.5,1.8,2.3
SZ000058,0.001509661836,0.007697596847999999,0.011383403786,0.125,0.5249999999999999,0.725
SZ000059,0.003327171904,0.028098520705,0.071882207767,0.18,1.6400000000000001,4.61
SZ000060,0.019078947368,0.052996372018000004,0.09226225919600001,0.87,2.429999,4.217227
SZ000061,0.010416666667,0.038196577096,0.059714573966,0.7,2.2,3.5
SZ000062,0.012785750751,0.057462336343,0.098967854065,3.8,8.8,13.8
SZ000063,0.019191290824,0.055810823333,0.074275351308,6.17,17.0,22.0
SZ000065,0.014984518744,0.027705580618999998,0.047845291018,1.478972,3.033632,4.630064
SZ000066,,0.000539291217,0.011143313646,,0.07,1.406862
SZ000069,,,0.063122389978,,,5.0
SZ000088,0.047449491811,0.092561676416,0.10178101527700001,2.18,4.45,4.93
SZ000089,0.017191977077,0.032768301065000005,0.037147863109,1.2,2.2,2.5
SZ000090,0.026809651475,0.152054749514,0.264824390263,1.0,6.7,13.8
SZ000096,0.005841121495,0.015249647751999999,0.08393211500900001,0.75,1.6,8.799999999999999
SZ000099,0.008343130669,0.018623848312,0.040718683349,1.88,3.347,4.897
SZ000100,0.010845986985,0.029321737562,0.076593070256,0.5,1.3,4.0
SZ000153,0.016260162602,0.045885909202,0.057833340504,1.0,3.5,4.5
SZ000155,0.015858208955,0.030470081101000003,0.030470081101000003,1.7,3.3,3.3
SZ000156,0.020881670534,0.08111876115099999,0.131551251777,1.8,6.2,9.9
SZ000157,0.060853142641999994,0.153688135847,0.24060038459400002,5.0,11.4,17.8
SZ000159,,,0.003134796238,,,0.2
SZ000166,0.015182161956,0.036290883137,0.083216307387,0.81,1.84,3.84
SZ000301,,0.020353915091,0.036382272327000004,,2.0,4.5
SZ000333,0.052739681298,0.143793098019,0.19509931730500002,40.0,95.0,128.01479
SZ000338,0.046201335139999994,0.12119561562299999,0.170498009476,7.050000000000001,17.54,24.53
SZ000400,0.015558119185,0.037482212864999996,0.050251279446,3.88,10.1,12.1
SZ000401,0.022831050228,0.041866583223,0.14473422238599998,1.0,2.5,15.0
SZ000402,,0.00327510917,0.052170765624,,0.15,3.45
SZ000403,0.015514184397,0.034314520309,0.036907112901999994,3.5,7.801448,8.361448
SZ000404,0.041152263374,0.115521802545,0.169410964088,3.0,7.5,10.0
SZ000407,0.015229336902,0.042288285614,0.056624208662,0.57,1.3199999999999998,1.87
SZ000408,0.018681113394,0.130638630978,0.184805297645,10.0,38.2,57.18
SZ000411,0.03449330333,0.07342365195600001,0.093463808856,3.832206,8.137445,10.787007
SZ000417,0.019097222222,0.0609477665,0.086949963869,1.1,2.9000000000000004,4.1
SZ000419,0.025167785235,0.07656504550900001,0.143255771547,1.5,4.2,7.3
SZ000421,0.009771986971,0.052577582796,0.086268222413,0.6,2.6,4.25
SZ000422,0.016393442623,0.049457958752,0.049457958752,2.0,6.2,6.2
SZ000423,0.047633887545,0.120064819851,0.1481952834,25.430815000000003,66.520583,76.168762
SZ000425,0.021352313167,0.071151050702,0.132887889191,1.8,5.1,8.4
SZ000426,0.003533568905,0.010245485027,0.010245485027,0.7,1.52,1.52
SZ000429,0.037357142857,0.14250648811,0.252275337862,5.23,14.98,23.59
SZ000488,,,0.023358585859,,,1.85
SZ000498,0.032033109319,0.09502565097599999,0.12635559999499998,1.93,5.529998,7.779569
SZ000501,0.031811291894999996,0.055477715063000005,0.084409971874,3.0,5.0,8.1
SZ000505,0.00273556231,0.015061951199,0.015061951199,0.18,0.8899999999999999,0.8899999999999999
SZ000507,0.012014787431,0.027573028138,0.058134952005000004,0.65,1.477658,3.282752
SZ000513,0.028125799028,0.104836834413,0.169608696162,11.0,40.5,66.0
SZ000514,,0.008921472792999999,0.021499385069,,0.32,0.77
SZ000517,,0.22075471698100002,0.279677692406,,6.4,8.35
SZ000519,,0.006968925216,0.008501727178,,1.1,1.6
SZ000521,0.04280155642,0.088807350555,0.11551195273199999,3.3,7.199999999999999,8.2
SZ000524,0.006878761823,0.006878761823,0.006878761823,0.8,0.8,0.8
SZ000528,0.027687586207,0.057969670626,0.116439408536,2.729996,5.716766,10.116766
SZ000529,0.019512195122,0.067861995417,0.110486429806,1.2,4.2,6.8
SZ000530,0.00744047619,0.017523855058,0.022284148346,0.5,0.8999999999999999,1.1
SZ000531,0.013355592654,0.043315672494,0.092503446765,0.8,2.5,6.8
SZ000532,0.0038935756,0.014965825685,0.025149862079,0.6,1.85,3.05
SZ000534,0.002923976608,0.020106711771,0.027310741497,0.5,2.2,3.3
SZ000537,0.028996725698000003,0.057268024292,0.111923453202,2.45,5.25,8.75
SZ000538,0.020526589295,0.083909462576,0.135528330325,11.85,47.82,102.82
SZ000539,0.004347826087,0.007900223956,0.039150223956,0.2,0.4,1.5999999999999999
SZ000541,0.018181818182,0.060704535573,0.096872430061,1.2,3.4,5.4
SZ000543,0.043460490463,0.07775149921399999,0.09689507604,3.19,5.88,6.64
SZ000544,0.031100478469,0.073959661753,0.153316968024,2.6,5.9,10.9
SZ000546,,,0.010490193343,,,0.8
SZ000547,,0.003550475228,0.007567406213,,0.351142,0.9411419999999999
SZ000548,0.009276437848,0.034804734448,0.04385154844,0.5,1.6,2.0
SZ000550,0.033386258124,0.085672451549,0.227916534717,7.1914,18.2714,55.6914
SZ000551,0.007751937984,0.022285074219,0.034091449662,1.0,2.4,3.4
SZ000552,0.026356589147,0.097102191361,0.165965575687,0.68,3.079999,5.579999
SZ000553,,0.003143189756,0.005517379232,,0.27,0.51
SZ000554,0.019985974755,0.031189006059,0.033466910387000004,1.46,2.04,2.1399999999999997
SZ000555,,0.005242369812,0.01208638795,,0.6405190000000001,1.5435400000000001
SZ000557,0.009398496241,0.009398496241,0.009398496241,0.5,0.5,0.5
SZ000559,0.023076923077,0.106281109451,0.174910503574,1.8,6.0,9.8
SZ000560,0.00143812709,0.00143812709,0.007049346506,0.043,0.043,0.253
SZ000561,,0.001237623762,0.001237623762,,0.1,0.1
SZ000563,0.01724757456,0.052959906777,0.072247832474,0.6,1.7,2.3
SZ000565,0.001642935378,0.008026987193,0.016837730866,0.15,0.44999999999999996,0.95
SZ000567,,0.07672558647,0.099850263138,,10.395,14.864999999999998
SZ000568,0.035763239875,0.09808816902100001,0.124439695681,45.92,142.17078,195.12078
SZ000570,0.001757469244,0.012829208128000001,0.017967548049000002,0.1,0.6699999999999999,0.9299999999999999
SZ000573,0.012345679012,0.060773896682,0.10990208645999999,0.5,1.9,3.5
SZ000576,,,0.017295401396,,,1.982053
SZ000581,0.050548828108,0.124100455787,0.260191520497,10.0,23.2,54.2
SZ000582,0.014407628637,0.059749775508,0.105142246576,1.279998,4.962777,8.663641
