symbol,total_dividend_yield_1Y,total_dividend_yield_3Y,total_dividend_yield_5Y,total_dividend_1Y,total_dividend_3Y,total_dividend_5Y
SH600774,,0.004705882353,0.01388019428,,0.6,1.6
SH600775,,0.001373895976,0.006676357464999999,,0.14,0.54
SH600776,0.005515370705,0.015906069079,0.0227575657,0.61,1.77,2.5700000000000003
SH600779,0.022537174721,0.05713426207,0.074514887801,9.7,26.35,45.85
SH600780,,0.03515625,0.058840460526000005,,1.8,2.7
SH600782,0.002421307506,0.072411182943,0.21150034420299998,0.1,2.6,10.6
SH600783,0.00546875,0.035582608935,0.065395006523,0.7,4.1,7.7
SH600784,0.010264385692,0.030438553844000002,0.041571723064999996,0.66,1.76,2.42
SH600785,0.029192439242,0.050197431831,0.050197431831,3.5,6.5,6.5
SH600787,0.011419249592,0.054087094115,0.097466723745,0.7,2.98,5.38
SH600789,0.011144278607,0.034031344815,0.049359040374999996,1.12,2.7700000000000005,3.8200000000000003
SH600790,0.032171581769,0.10101330336,0.172477780572,1.2,3.9,6.4
SH600791,,0.002569593148,0.0049336593419999995,,0.12,0.22
SH600792,,0.020474777448,0.020474777448,,0.69,0.69
SH600794,0.006302521008,0.051354030288,0.064953120976,0.3,1.91,2.36
SH600795,0.041174629589000006,0.111041549325,0.127502454675,2.1,5.2,5.6
SH600796,0.005218855219,0.031666486056000004,0.049428475399,0.31,1.6400000000000001,2.64
SH600797,,0.01319818393,0.017799410924,,0.7,1.0
SH600798,0.0044345898,0.023644316243,0.054213909957999996,0.2,0.8,2.2
SH600801,0.038558256496,0.115709889018,0.222294560195,4.6,15.0,35.8
SH600802,,,0.025013299800999998,,,1.6800000000000002
SH600803,0.050596757256,0.11046683438299999,0.138592054992,9.9,21.6,26.575
SH600805,0.009615384615,0.009615384615,0.009615384615,0.5,0.5,0.5
SH600808,,0.007722007722,0.130833825796,,0.2,5.0
SH600809,0.020489470689,0.058499455356,0.06459421511999999,36.0,112.9,132.9
SH600810,0.005561735261,0.045568094972,0.158547894416,0.5,3.17,15.469999999999999
SH600812,0.004373177843,0.006595400065,0.018637686401,0.3,0.4,1.2852
SH600814,0.022931344452,0.060978759909,0.107109260667,1.78,4.51,7.55
SH600817,0.030991065292,0.10746785381599999,0.13594629157,3.8,11.399999999999999,14.899999999999999
SH600818,0.000866551127,0.000866551127,0.003316439768,0.1,0.1,0.76
SH600819,0.005113363666,0.007279636182,0.023465655412,0.35000000000000003,0.45,1.38
SH600820,0.044089384633,0.154144222875,0.23532861505,3.0,10.0,14.5
SH600821,0.035206470311,0.080277272005,0.080277272005,2.0,4.75,4.75
SH600824,0.004245283019,0.009764763538000001,0.031148826403,0.18,0.35,1.12
SH600825,0.001721664275,0.005151743431,0.007664306245,0.12,0.25,0.35
SH600826,0.034448020148,0.088263423283,0.119519359889,2.8000000000000003,7.29,9.719999999999999
SH600827,0.025904203324,0.049961179792,0.072001369343,2.65,5.05,8.05
SH600828,,0.046799827407000005,0.114259885386,,1.77,4.27
SH600829,,0.025668449198,0.044716068246,,1.44,2.6399999999999997
SH600830,0.00176056338,0.005783776920000001,0.00779107619,0.15,0.4,0.51
SH600831,,0.003466204506,0.014171622472,,0.2,0.8
SH600833,0.016666666667,0.041792404849,0.060060980173,2.2,5.4,7.05
SH600834,0.004414600972000001,0.019824642787,0.028858458124,0.37,1.54,2.47
SH600835,0.018310815856,0.09262037750999999,0.139345248168,4.2,14.9,21.7
SH600838,0.003699421965,0.017102093178000002,0.035708685304,0.32,1.19,2.36
SH600839,0.004921259843,0.024285410858,0.03454429105,0.5,1.4,1.7000000000000002
SH600841,,,0.024920574464,,,2.105
SH600843,,0.015808368407999998,0.024768941885,,1.0,1.5
SH600845,0.023364485981,0.061985075944000004,0.094832288701,6.0,24.0,43.0
SH600846,0.019743336624,0.066686841572,0.138469570378,2.0,5.7,11.7
SH600848,0.020283975659,0.058396758018,0.093644529115,2.0,6.0,12.0
SH600850,0.016772828724000002,0.053516627911,0.077688339095,4.1,11.6,17.9
SH600851,0.005594405594,0.026382957461,0.03447954837,0.4,1.5,2.15
SH600853,0.011235955056,0.031099401263000002,0.041578443179,0.4,1.1,1.45
SH600854,0.02380952381,0.080987292122,0.10763959805199999,1.2,3.75,5.08
SH600855,,0.000310466139,0.014938641053000001,,0.0353,1.8053
SH600857,,0.018600164204,0.018600164204,,1.3,1.3
SH600858,0.0069257829029999995,0.013697791932,0.013697791932,0.38,0.6799999999999999,0.6799999999999999
SH600859,0.005784526392,0.025452111954,0.047592297045,0.8,3.8,9.3
SH600861,0.035699693565,0.065140082859,0.065140082859,6.99,11.83,11.83
SH600862,0.010213289582,0.029094301197,0.03669062052,2.49,6.37,8.58
SH600863,0.050228310502,0.13689225729100002,0.213888001972,2.2,5.69,7.95
SH600864,0.00823723229,0.00823723229,0.020194616972,0.5,0.5,1.15
SH600865,0.019271948608,0.074834340929,0.09215035824500001,1.8,6.6,8.6
SH600866,0.051841746248,0.111590173921,0.111590173921,3.8,7.6,7.6
SH600867,0.032010243278,0.079883070359,0.153296892416,2.5,7.5,15.1
SH600868,,0.003546099291,0.006296757632,,0.1,0.18
SH600869,,0.019830028329,0.019830028329,,0.7,0.7
SH600872,0.022281167109,0.03657709277,0.059527089309000004,4.2,8.2,18.0
SH600873,0.03858423913,0.136104775473,0.21770412267800002,4.2597,14.2193,21.2193
SH600874,0.02755267423,0.081506584043,0.122020843043,1.7,4.8,7.46
SH600875,0.019852216749,0.066702789964,0.09569671352,4.03,12.129999999999999,16.23
SH600879,0.005617977528,0.021219047347,0.021219047347,0.5,1.68,1.68
SH600880,0.001926782274,0.007036018446999999,0.019359735807,0.1,0.32,0.87
SH600881,,,0.006825938567,,,0.2
SH600883,0.007662835249,0.030062442822,0.042838882328,0.6,2.15,3.15
SH600884,,0.040080441962,0.059006127527,,5.0,9.2
SH600885,0.016205160478,0.043682253671,0.057752284877,5.15,13.14,20.83
SH600886,0.029338046272,0.079341849483,0.1260047037,4.565,12.263000000000002,16.698
SH600887,0.040397350993,0.117120317734,0.163190377431,12.2,34.6,52.4
SH600888,0.038793103448,0.094730134156,0.118014447881,2.7,7.4,9.3
SH600889,,,0.002828854314,,,0.2
SH600893,0.00267807841,0.010744296587,0.016550072994,0.97,4.02,6.67
SH600894,0.064979940081,0.191487217309,0.280421509561,7.0,21.7,28.0
SH600895,0.0055715524459999995,0.029109319993,0.061809641892,2.2,6.22,11.32
SH600897,0.021419009371,0.045646936486,0.065372244721,3.2,6.66,9.82
SH600900,0.024303713528,0.095913843765,0.163121066148,7.33,26.162999999999997,41.316
SH600901,0.06458831495799999,0.18287003137,0.301991195181,4.0,10.7,17.2
SH600903,0.00507195308,0.010461174637,0.022944827726,0.3529,0.7129,1.7328999999999999
SH600905,0.015581395349,0.046339028816,0.05514880223,0.67,2.21,2.8012
SH600906,0.017325873884,0.040250656622999995,0.05808384088,1.3,2.8,4.6
SH600908,0.051864242325999996,0.12656606279,0.189893001339,3.3000000000000003,7.300000000000001,10.9
SH600909,0.022857288989,0.06701030083699999,0.107888791991,1.4,3.4,5.6
SH600916,0.040556199305,0.107025665216,0.13890674011600002,3.5,11.0,15.0
SH600917,0.014270719734,0.052868706124,0.082191753023,0.82,3.24,5.57
SH600918,0.003961965135,0.013639362799999999,0.033477337325,0.25,0.91,2.63
SH600919,0.048619578535,0.207722690955,0.308179948957,5.453,18.122,25.282
SH600925,0.023326959847,0.06164812773,0.06164812773,1.22,3.3200000000000003,3.3200000000000003
SH600926,0.040435705714,0.139472507348,0.18565822511500002,6.6,19.5,26.5
SH600927,0.006354748776,0.025349902085,0.039498461964,0.8999999999999999,3.61,6.41
SH600928,0.02358490566,0.08480721425,0.170939622672,1.0,3.21,7.01
SH600929,0.016860465116,0.084836435116,0.119836576132,0.87,5.37,8.17
SH600933,0.018773466834,0.051228869572,0.081329931152,3.0,8.2,12.7
SH600935,,0.011025149588,0.025627737388,,0.4,1.19
SH600938,0.047549201563,0.148559729103,0.185058829283,12.7118,37.6571,43.7415
SH600939,,0.01081842513,0.034470354147999996,,0.33999999999999997,1.23
SH600941,0.042233162463000004,0.128652444844,0.189350486771,47.941,135.622,175.503
SH600955,0.002290076336,0.013237675442999999,0.024802301292999998,0.3,2.51,6.42
SH600956,0.02625,0.075742256306,0.097191821296,2.1,6.17,9.2
SH600958,0.020658028048,0.062071477769,0.11542196806,2.2,5.95,10.95
SH600959,0.006179775281,0.019537560791,0.036111069176,0.22,0.63,1.1300000000000001
SH600960,,,0.002604166667,,,0.1
SH600963,0.00683446712,0.027648946758,0.055302809787,0.3014,1.6814,3.5513999999999997
SH600965,0.007265774379,0.027919131910999997,0.061060072305,0.38,1.4100000000000001,3.61
SH600966,0.006250549451,0.015401149444,0.06194705790499999,0.2844,0.7628999999999999,4.7318999999999996
SH600967,0.003880266075,0.072617493221,0.099781261377,0.7,6.39,8.97
SH600968,0.031839622642,0.086272870416,0.125521728477,1.35,3.3000000000000003,4.300000000000001
SH600969,,0.00775,0.016852724635,,0.589,1.3162
SH600970,0.048754062839,0.103324472111,0.153784151899,4.5,11.5,16.1
SH600971,0.038461538462,0.213407604497,0.328020672198,2.7,21.2,29.5
SH600973,,,0.011483253589,,,0.48
SH600975,,,0.007911392405,,,0.5
SH600976,0.021013308429,0.057289079012000005,0.08484739400300001,9.0,31.0,42.72
SH600977,0.001006404392,0.007710842541,0.011459671032,0.11,0.82,1.22
SH600979,0.011561866126,0.040666064027,0.073363810317,0.57,1.6099999999999999,2.66
SH600980,0.007720830066,0.017170332137,0.022583799932,1.45,2.77,3.6
SH600981,0.003424657534,0.0068144880419999995,0.030646344912,0.1,0.2,0.8999999999999999
SH600982,0.031055900621,0.097290697025,0.165248443504,1.5,4.35,7.4
SH600983,0.027592768792,0.036321865782,0.036321865782,2.9,3.683,3.683
SH600984,,,0.018060298166,,,1.5
SH600985,0.058915946583,0.19341040093099998,0.294040006712,7.5,28.0,41.5
SH600987,0.055060469215,0.131844984583,0.224378205135,4.0,10.0,15.0
SH600988,0.006299212598,0.009184382823,0.009184382823,1.6,2.1,2.1
SH600989,0.041759213389,0.070192652486,0.106222023723,6.899932,11.099931999999999,16.395132
SH600990,,0.003042071197,0.019997374553,,0.94,7.71
SH600992,,0.0050237362269999995,0.011930100741999999,,0.83,1.58
SH600993,0.021520305449,0.049733129305,0.075773024156,6.2,13.7,20.2
SH600995,0.01088544697,0.02654101805,0.037230999878,1.1855,2.9089,3.7089
SH600997,0.041533546326,0.165757053619,0.257373047723,2.6,11.834,19.233999999999998
SH600998,0.037593984962,0.105007724005,0.160848090127,2.0,9.5,17.5
SH600999,0.027936026644,0.065615936769,0.129091785477,4.96,10.34,20.11
SH601000,0.046948356808,0.146370037625,0.285986518705,2.0,6.0,10.0
SH601001,0.052394170715,0.163009956553,0.189837589014,7.55,21.75,25.75
SH601002,0.020449897751,0.07260079974200001,0.082784099131,1.0,3.0,3.5
SH601003,,,0.081350579034,,,4.26
SH601006,0.034471597346,0.17148520537,0.31628158546,2.2,12.111699999999999,21.7117
SH601007,0.008928571429,0.039242427916,0.054483398508000006,0.7,2.9,4.2
SH601008,0.011090573013,0.033779287931999996,0.047077160272,0.6,1.6,2.1
SH601009,0.043143202916000004,0.192928328667,0.27142477626899997,5.0550999999999995,19.2237,27.7699
SH601010,0.036352598349,0.08727995813,0.17153992018,1.05,1.9203000000000001,4.6603
SH601011,,,0.011682242991,,,0.5
SH601012,,0.025488547754,0.031018303028,,5.7,10.8
SH601015,,0.023529411765,0.03100325332,,1.0,1.5
SH601016,0.035777377046,0.086945988551,0.109779020433,1.0918,2.8418,3.8318000000000003
SH601018,0.035302958392,0.084880357592,0.128296270355,1.3800000000000001,3.16,4.88
SH601019,0.036129318261,0.120290469294,0.228310535069,3.7,13.2,19.9
SH601020,0.002343292326,0.004757863011,0.004757863011,0.4,0.6784,0.6784
SH601021,0.023168408930000002,0.035697494307,0.035697494307,12.5,19.5,19.5
SH601022,0.021955259182,0.047077168375,0.047077168375,2.14,4.84,4.84
SH601033,0.038535645472,0.071096697444,0.071096697444,6.0,11.2,11.2
SH601038,0.027902559452,0.066812999729,0.08133704258499999,3.6794000000000002,9.1304,11.0504
SH601058,0.028459953883999998,0.053740228577999996,0.08340907555499999,3.8,7.0,10.0
SH601059,0.003919243587,0.011720876796,0.011720876796,0.74,2.01,2.01
SH601061,0.021510883483,0.058843718133,0.058843718133,1.68,4.68,4.68
SH601065,0.026284348865,0.068840073295,0.068840073295,2.2,6.48,6.48
SH601066,0.012095698421,0.0387653429,0.065318221351,3.3,9.4,17.1
SH601069,0.002637130802,0.00718615041,0.012692408714,0.5,1.08,1.7999999999999998
SH601077,0.047010531379,0.20549221615600002,0.321124001298,3.1356,10.6786,15.4236
SH601083,0.041589613114,0.079610716468,0.079610716468,4.88,8.85,8.85
SH601086,0.005747126437,0.068046591678,0.23795694769,0.8,3.6,10.8
SH601088,0.07746505588899999,0.209543133749,0.376067954534,32.400000000000006,80.5,124.0
SH601089,0.030175015088,0.085545562617,0.085545562617,5.0,14.0,14.0
SH601096,0.009474458539,0.015470426393,0.015470426393,0.4,0.6533,0.6533
SH601098,0.040922310667,0.142690185369,0.277955147023,5.5,18.0,30.8
SH601100,0.013371418806,0.037731455133000004,0.058995074978,10.0,23.2,36.5
SH601101,0.060183968463,0.152685932091,0.212218959668,4.58,11.48,17.28
SH601107,0.044822256569,0.112463551129,0.16271242867,2.9,6.3,8.2
SH601108,0.013126491647,0.046930034595,0.089915646106,1.1,3.6,7.6
SH601116,0.018148820327,0.060111745533,0.100500834566,2.0,6.0,10.0
SH601117,0.034159438249,0.079936021284,0.12730778898200001,2.8600000000000003,6.41,10.1
SH601118,0.002242798354,0.006887242798,0.010173869498000001,0.109,0.318,0.48
SH601121,0.006177924217,0.049967528281,0.049967528281,0.375,3.325,3.325
SH601126,0.042056074766,0.12533887497500001,0.271168000744,7.2,19.35,34.15
SH601127,0.009404496592,0.009404496592,0.009404496592,12.799999999999999,12.799999999999999,12.799999999999999
SH601128,0.051065059445000005,0.11496746304700001,0.170374333269,4.0,9.0,13.0
SH601133,0.017814497906,0.048302558981,0.048302558981,2.1,6.25,6.25
SH601136,0.004556354916,0.017851179483000003,0.017851179483000003,0.95,3.8,3.8
SH601137,0.02852904328,0.07050713940799999,0.092247496329,5.0097,11.6097,14.509699999999999
SH601138,0.024659293659,0.076037891732,0.14810863896999998,9.7,21.0,28.5
SH601139,0.024729520866,0.066746256986,0.12042834886699999,1.6,4.5,8.200000000000001
SH601155,,,0.051045816733,,,20.5
SH601156,0.022068965517,0.070217311841,0.100440702117,2.88,10.27,17.17
SH601158,0.032092177965,0.11445332904399999,0.205398732648,1.57,5.96,11.08
